ID;Fecha Modificacion;Fecha Descarga;Id_Departamento;Cod_Departamento;Departamento_es;Departamento_eu;Fecha Inicio Dpto;Fecha Fin Dpto;Tipo_Estructura;Tipo_Organo_es;Tipo Organo_eu;Id_Organo;Cod_Organo;Organo_es;Organo_eu;Fecha Inicio Org;Fecha Fin Org;Id_CentroOrg;Cod_CentroOrg;CentroOrg_es;CentroOrg_eu;Fecha Inicio Centro;Id_TipoCentro;TipoCentro_es;TipoCentro_eu;Cod_CentroSAP;Centro_dest.or;Centro_Destino;Calle/Numero;CP;Pais;Municipio;Localidad;Telefono;Fax;Correo_Electronico;Id_Posicion;Cod_Posicion;Posicion_es;Posicion_eu;GR.PER;Des.ES.grupo;Des.EU.grupo;APER;Des.ES.area;Des.EU.area;Id_TipoCargo;TipoCargo_es;TipoCargo_eu;Id_Empleado;DatosPersonales;Fecha Nombramiento;BOPV Nombramiento;
70747;23/10/2020;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001601;9,06E+11; Osakidetza-Servicio vasco de salud; Osakidetza-Servicio vasco de salud;01/01/1980;31/12/9999;30001620;9,06E+11; OSI Bidasoa; Bidasoa ESIa;01/12/2012;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60007818;7069/3;DIRECTOR/A DE COOR. ASIST. A. MEDICA GR3;ARLO MEDIKOKO ASISTENTZIA KOORDINATZEKO;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD29;Director/a de Coordinación Asistencial Área Médica Gr.3;Arlo Medikoko Asistentzia Koordinatzeko Zuzendaria, 3. Mailakoa;80077934;ALKIZA EIZAGIRRE, Mª EUGENIA;23/04/2013;95/2013;
71034;05/11/2020;16/01/2024;6048;70000000000; Educación; Hezkuntza;28/11/2016;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6048;70000000000; Educación; Hezkuntza;28/11/2016;31/12/9999;5358;71000000000; Viceconsejería de Administración y Servicios; Administrazio eta Zerbitzuen Sailburuordetza;28/11/2016;A10;RANGO: VICECONSEJERÍA;MAILA: SAILBURUORDETZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;440957;9103/11;VICECONSEJERO/A;SAILBURUORDEA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC04;Viceconsejero/a;Sailburuordea;80077960;AIZPURUA TELLERIA, PATXI XABIER;23/09/2020;190/2020;
71321;10/07/2023;16/01/2024;6782;1,00E+11; Igualdad, Justicia y Políticas Sociales; Berdintasuna, Justizia eta Gizarte Politikak;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6782;1,00E+11; Igualdad, Justicia y Políticas Sociales; Berdintasuna, Justizia eta Gizarte Politikak;08/09/2020;31/12/9999;5141;1,00E+11; Consejería; Kontseilaritza;08/09/2020;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60001683;5264/1;ASESOR/A DE POLÍTICA DEPARTAMENTAL;SAILEKO POLITIKA AHOLKULARIA;C;Personal eventual;Behin-behineko lang.;C1;Rango cargo público;Kargu publiko maila;PE01;Rango Viceconsejero/a;Sailburuorde maila;80078042;SOLA VALLOJERA, EMILIO GERMAN;04/07/2023;130/2023;
71608;23/10/2020;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;6619;92300000000; Dirección de Farmacia; Farmazia Zuzendaritza;08/09/2020;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;417755;9104/129;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80078057;BETOLAZA SAN MIGUEL, JON IÑAKI;10/01/2013;007/2013;
71895;17/10/2020;16/01/2024;6550;40000000000; Gobernanza Pública y Autogobierno; Gobernantza Publikoa eta Autogobernua;08/09/2020;31/12/9999;5;OO - Otro Organismo;BE - Beste Erakunde;6230;4,90E+11; COJUAE, Comisión Jurídica Asesora de Euskadi; EABJ, Euskadiko Aholku Batzorde Juridikoa;16/12/2004;31/12/9999;6230;4,90E+11; COJUAE, Comisión Jurídica Asesora de Euskadi; EABJ, Euskadiko Aholku Batzorde Juridikoa;16/12/2004;A23;OTRO ORGANISMO;BESTELAKO ERAKUNDEA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;405260;9153/2;VOCAL COMISION JURIDICA ASESORA EUSKADI;EUSKADIKO AHOLKU BATZORDE JURIDIKO KIDEA;E;Cargo órg. adm. aut.;Adm-org. aut. kargua;E1;Miembro cojua;EABJko kidea;AC06;Vocal COJUA;Euskadiko Aholku Batzorde Juridikoko Bokala;80078122;BEITIA RUIZ DE ARBULO, IÑAKI;06/03/2020;46/2020;
72182;31/03/2021;16/01/2024;30002507;30000000000; Trabajo y Empleo; Lana eta Enplegua;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;30002507;30000000000; Trabajo y Empleo; Lana eta Enplegua;08/09/2020;31/12/9999;30002663;31000000000; Viceconsejería de Trabajo y Seguridad Social; Lan eta Gizarte Segurantza Sailburuordetza;08/09/2020;A10;RANGO: VICECONSEJERÍA;MAILA: SAILBURUORDETZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60033065;9103/38;VICECONSEJERO/A;SAILBURUORDEA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC04;Viceconsejero/a;Sailburuordea;80078451;PEREZ BARREDO, M.ELENA;23/01/2021;15/2021;
72469;28/07/2023;16/01/2024;6550;40000000000; Gobernanza Pública y Autogobierno; Gobernantza Publikoa eta Autogobernua;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6550;40000000000; Gobernanza Pública y Autogobierno; Gobernantza Publikoa eta Autogobernua;08/09/2020;31/12/9999;6676;41200000000; Dirección de Relaciones con las Administraciones Locales y Registros Administrativos; Toki Administrazioekiko Harremanetarako eta Administrazio Erregistroetako Zuzendaritza;08/09/2020;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;422978;9104/153;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80078829;LEJARCEGUI BARRENA, EVA;29/07/2023;143/2023;
72756;02/10/2020;16/01/2024;6243;50000000000; Desarrollo Económico, Sostenibilidad y Medio Ambiente; Ekonomiaren Garapena, Jasangarritasuna eta Ingurumena;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30003726;9,07E+11; Euskadiko Kirol Portua; Euskadiko Kirol Portua;01/06/2020;31/12/9999;30004150;9,07E+11; DIRECCIÓN; ZUZENDARITZA;01/09/2021;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;;;;;;;;;;;;60066346;7045/1;DIRECTOR/A;ZUZENDARIA;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD02;Rango Director;Zuzendari maila;80078983;EGAÑA MANTEROLA, EDURNE;06/06/2020;109/2020;
73043;05/12/2023;16/01/2024;30001600;9,00E+11; Otros Entes, LEY 1/2014, de 26 de junio; Beste Erakundeak, 1/2014 LEGEA, ekainaren 26koa;01/01/1980;31/12/9999;90;EPJP - Ente con Personalidad Jurídica Propia;NJPE - Nortasun Juridiko Propioko Erakundea;30001723;9,20E+11; Consejo Económico y Social del País Vasco (CES); Euskadiko Ekonomia eta Gizarte Arazoetarako Batzordea (EGAB);01/01/1980;31/12/9999;30001723;9,20E+11; Consejo Económico y Social del País Vasco (CES); Euskadiko Ekonomia eta Gizarte Arazoetarako Batzordea (EGAB);01/01/1980;C80;EPJP – ENTE CON PERSONALIDAD JURÍDICA PROPIA;NJPE - NORTASUN JURIDIKO PROPIOKO ERAKUNDEA;;;;;;;;;;;;60008235;7106/1;SECRETARIO/A    GENERAL;IDAZKARI NAGUSIA;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD02;Rango Director;Zuzendari maila;80079092;ASTONDOA SARRIA, Mª IZASKUN;01/12/2023;230/2023;
73330;11/03/2021;16/01/2024;6048;70000000000; Educación; Hezkuntza;28/11/2016;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6048;70000000000; Educación; Hezkuntza;28/11/2016;31/12/9999;5828;72100000000; Dirección de Aprendizaje e Innovación Educativa; Ikaskuntzaren eta Hezkuntza BerrikuntzarenZuzendaritza;06/03/2021;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;423497;9104/67;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80079198;AGIRRE PINEDO, AMAIA;06/03/2021;47/2021;
73617;15/10/2020;16/01/2024;6482;80000000000; Planificación Territorial, Vivienda y Transportes; Lurralde Plangintza, Etxebizitza eta Garraioak;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6482;80000000000; Planificación Territorial, Vivienda y Transportes; Lurralde Plangintza, Etxebizitza eta Garraioak;08/09/2020;31/12/9999;6097;80200000000; Dirección de Servicios; Zerbitzu Zuzendaritza;30/01/2021;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;423481;9104/22;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80080065;USATORRE MINGO, PALOMA;02/12/2016;229/2016;
73904;18/04/2023;16/01/2024;6692;10000000000; Lehendakaritza; Lehendakaritza;17/12/2012;31/12/9999;1;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6692;10000000000; Lehendakaritza; Lehendakaritza;17/12/2012;31/12/9999;6185;11400000000; Dirección de Comunicación Social; Gizarte Komunikazioko Zuzendaritza;15/04/2023;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;1106;1056;SECRETARIA PARA LA PRESIDENCIA DEL GOBIERNO;NAVARRA, 2;1007;ES;59;63;945017900;;;405898;9104/8;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80080207;ZUGASTI ARIZMENDI, Mª ARANTZAZU;15/04/2023;71/2023;
74191;02/11/2023;16/01/2024;5154;60000000000; Economía y Hacienda; Ekonomia eta Ogasuna;08/09/2020;31/12/9999;4;OA - Organismo Autónomo;EA - Erakunde Autonomoa;6223;5,40E+11; Autoridad Vasca de la Competencia; Lehiaren Euskal Agintaritza;10/02/2012;31/12/9999;6224;5,41E+11; Presidencia; Lehendakaritza;10/02/2012;A10;RANGO: VICECONSEJERÍA;MAILA: SAILBURUORDETZA;1017;5433;GOBIERNO VASCO - BILBAO,  ERCILLA, 4;ERCILLA 4;48009;ES;20;;;;;422809;9117/1;PRESIDENTE/A AUTORIDAD VASCA DE LA COMPE;LEHIAREN EUSKAL AGINTARITZAREN LEHENDAKA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC04;Viceconsejero/a;Sailburuordea;80080328;HERCE SAN MARTIN, AINARA;28/10/2023;206/2023;
74478;28/11/2022;16/01/2024;6048;70000000000; Educación; Hezkuntza;28/11/2016;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6048;70000000000; Educación; Hezkuntza;28/11/2016;31/12/9999;6668;71100000000; Dirección de Gestión Económica; Kudeaketa Ekonomikorako Zuzendaritza;28/11/2016;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;440974;9104/71;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80080405;URKIOLA ALUSTIZA, ANE;26/09/2020;190/2020;
74765;17/12/2021;16/01/2024;5901;20000000000; Seguridad; Segurtasuna;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;5901;20000000000; Seguridad; Segurtasuna;08/09/2020;31/12/9999;5263;22000000000; Viceconsejería de Seguridad; Segurtasun Sailburuordetza;08/09/2020;A10;RANGO: VICECONSEJERÍA;MAILA: SAILBURUORDETZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;439936;9103/13;VICECONSEJERO/A;SAILBURUORDEA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC04;Viceconsejero/a;Sailburuordea;80080600;GARTZIA AZURMENDI, RODRIGO;21/12/2021;251/2021;
75052;04/04/2023;16/01/2024;5154;60000000000; Economía y Hacienda; Ekonomia eta Ogasuna;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;5154;60000000000; Economía y Hacienda; Ekonomia eta Ogasuna;08/09/2020;31/12/9999;30000531;60100000000; Dirección de Gabinete y Comunicación; Kabinete eta Komunikazio Zuzendaritza;28/11/2016;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60001629;9104/160;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80081286;BARREIRO ASUMENDI, LUIS;01/04/2023;64/2023;
75339;15/10/2020;16/01/2024;5154;60000000000; Economía y Hacienda; Ekonomia eta Ogasuna;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;5154;60000000000; Economía y Hacienda; Ekonomia eta Ogasuna;08/09/2020;31/12/9999;6498;60000000000; Consejería; Kontseilaritza;28/11/2016;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;428463;9102/12;CONSEJERO/A DEL DEPARTAMENTO;SAILBURUA;A;Miembro Gobierno;Gobernuko kidea;A1;Miembro de Gobierno;Jaurlaritzako kidea;AC03;Consejero/a;Sailburua;80081354;AZPIAZU URIARTE, PEDRO MARIA;08/09/2020;177/2020;
75626;15/10/2020;16/01/2024;6482;80000000000; Planificación Territorial, Vivienda y Transportes; Lurralde Plangintza, Etxebizitza eta Garraioak;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6482;80000000000; Planificación Territorial, Vivienda y Transportes; Lurralde Plangintza, Etxebizitza eta Garraioak;08/09/2020;31/12/9999;5472;82000000000; Viceconsejería de Vivienda; Etxebizitza Sailburuordetza;08/09/2020;A10;RANGO: VICECONSEJERÍA;MAILA: SAILBURUORDETZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;416662;9103/29;VICECONSEJERO/A;SAILBURUORDEA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC04;Viceconsejero/a;Sailburuordea;80081717;JAUREGUI FERNANDEZ, PEDRO JAVIER;03/12/2016;229/2016;
75913;23/10/2020;16/01/2024;6692;10000000000; Lehendakaritza; Lehendakaritza;17/12/2012;31/12/9999;1;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6692;10000000000; Lehendakaritza; Lehendakaritza;17/12/2012;31/12/9999;6031;11300000000; Dirección de Servicios; Zerbitzu Zuzendaritza;15/04/2023;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;1106;1056;SECRETARIA PARA LA PRESIDENCIA DEL GOBIERNO;NAVARRA, 2;1007;ES;59;63;945017900;;;411920;9104/2;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80081735;URQUIJO ELORZA, MARIA DEL YERMO;19/12/2012;245/2012;
76200;31/03/2021;16/01/2024;6482;80000000000; Planificación Territorial, Vivienda y Transportes; Lurralde Plangintza, Etxebizitza eta Garraioak;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6482;80000000000; Planificación Territorial, Vivienda y Transportes; Lurralde Plangintza, Etxebizitza eta Garraioak;08/09/2020;31/12/9999;30004008;80100000000; Dirección de Gabinete; Kabinete Zuzendaritza;30/01/2021;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60073772;9104/177;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80081923;ELOLA IRULEGUI, ESTEBAN;30/01/2021;21/2021;
76487;09/02/2023;16/01/2024;5901;20000000000; Seguridad; Segurtasuna;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;5901;20000000000; Seguridad; Segurtasuna;08/09/2020;31/12/9999;6321;20000000000; Consejería; Kontseilaritza;08/09/2020;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60031937;5300/1;ASESOR/A POLIT.FORMAC.AMBITO SEGUR.PUBLI;SEGURT.PUBLIK. ARLOKO PREST.-POLIT. AHOL;C;Personal eventual;Behin-behineko lang.;C1;Rango cargo público;Kargu publiko maila;PE02;Rango Director;Zuzendari maila;80082202;ZORRILLA IBAÑEZ, JOSEBA M.;09/01/2023;14/2023;
76774;05/11/2020;16/01/2024;6243;50000000000; Desarrollo Económico, Sostenibilidad y Medio Ambiente; Ekonomiaren Garapena, Jasangarritasuna eta Ingurumena;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001624;9,06E+11; Agencia Vasca del Agua (URA); Uraren Euskal Agentzia (URA);01/01/1980;31/12/9999;30001625;9,06E+11; Dirección General; Zuzendaritza Nagusia;01/12/2012;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60007979;7001/1;DIRECTOR/A GENERAL;ZUZENDARI NAGUSIA;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD01;Rango Viceconsejero/a;Sailburuorde maila;80082611;AIZ SALAZAR, ANTONIO;03/10/2020;195/2020;
77061;30/07/2021;16/01/2024;5901;20000000000; Seguridad; Segurtasuna;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;5901;20000000000; Seguridad; Segurtasuna;08/09/2020;31/12/9999;5903;21200000000; Dirección de Régimen Jurídico, Servicios y Procesos Electorales; Araubide Juridikoaren, Zerbitzuen eta Hauteskunde Prozesuen Zuzendaritza;08/09/2020;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;411451;9104/52;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80082901;AIZPURU LIZARRALDE, GOIATZ;03/07/2021;130/2021;
77348;31/03/2021;16/01/2024;30002507;30000000000; Trabajo y Empleo; Lana eta Enplegua;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;30002507;30000000000; Trabajo y Empleo; Lana eta Enplegua;08/09/2020;31/12/9999;5293;32000000000; Viceconsejería de Empleo e Inclusión; Enplegu eta Gizarteratze Sailburuordetza;30/01/2021;A10;RANGO: VICECONSEJERÍA;MAILA: SAILBURUORDETZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;405899;9103/2;VICECONSEJERO/A;SAILBURUORDEA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC04;Viceconsejero/a;Sailburuordea;80083006;GURPEGUI RUIZ, ALFONSO;30/01/2021;21/2021;
77635;15/10/2020;16/01/2024;6482;80000000000; Planificación Territorial, Vivienda y Transportes; Lurralde Plangintza, Etxebizitza eta Garraioak;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6482;80000000000; Planificación Territorial, Vivienda y Transportes; Lurralde Plangintza, Etxebizitza eta Garraioak;08/09/2020;31/12/9999;6088;82200000000; Dirección de Planificación y Procesos Operativos de Vivienda; Etxebizitzako Plangintzaren eta Prozesu Eragileen Zuzendaritza;08/09/2020;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;422649;9104/76;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80083132;YOLDI DOMINGUEZ, MARIO JOSE;02/12/2016;229/2016;
77922;02/05/2022;16/01/2024;6692;10000000000; Lehendakaritza; Lehendakaritza;17/12/2012;31/12/9999;1;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6692;10000000000; Lehendakaritza; Lehendakaritza;17/12/2012;31/12/9999;30004359;12900000000; Delegación de Euskadi en Francia; Euskadiren Frantziako Ordezkaritza;06/01/2022;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;879;5406;DELEGACION DE EUSKADI EN FRANCIA;16, AVN. DE FRIEDLAND. F-75008;;FR;;;;;;60086292;9109/11;DELEGADO/A;ORDEZKARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80083155;LOPEZ DE MUNAIN ZULUETA, ARANTZA;29/04/2022;82/2022;
78209;17/10/2020;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;5485;92200000000; Dirección de Aseguramiento y Contratación Sanitarias; Aseguramendu eta Kontratazio Sanitarioko Zuzendaritza;08/09/2020;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;411095;9104/86;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80083210;MOLINERO GUTIERREZ, FRUMENCIO;11/04/2018;72/2018;
78496;09/12/2021;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001601;9,06E+11; Osakidetza-Servicio vasco de salud; Osakidetza-Servicio vasco de salud;01/01/1980;31/12/9999;30001602;9,06E+11; Dirección General; Zuzendaritza Nagusia;01/12/2012;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60007474;7054/1;DIRECTOR/A DIV. CORP.A DE RRHH;GIZA BALIABIDEETAKO DIBISIO KORPORATIBOK;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD13;Director/a División Corporativa de Recursos Humanos;Giza Baliabideetako Dibisio Korporatiboko Zuzendaria;80083287;LARRAURI EREÑOZAGA, LUISA;15/11/2021;242/2021;
78783;05/11/2020;16/01/2024;6782;1,00E+11; Igualdad, Justicia y Políticas Sociales; Berdintasuna, Justizia eta Gizarte Politikak;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6782;1,00E+11; Igualdad, Justicia y Políticas Sociales; Berdintasuna, Justizia eta Gizarte Politikak;08/09/2020;31/12/9999;6212;1,01E+11; Dirección de Justicia; Justizia Zuzendaritza;30/01/2021;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;446465;9104/144;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80083472;ARTECHE PALOMAR, EUGENIO;03/10/2020;195/2020;
79070;23/10/2020;16/01/2024;5901;20000000000; Seguridad; Segurtasuna;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;5901;20000000000; Seguridad; Segurtasuna;08/09/2020;31/12/9999;5706;22200000000; Dirección de Juego y Espectáculos; Joko eta Ikuskizun Zuzendaritza;08/09/2020;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;434132;9104/104;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80083753;URIARTE UNZALU, AITOR MIKEL;19/04/2013;75/2013;
